Taxa,Achncoar,Achnsp.1,Achnsapr,Achnanas,Achnatom,Achncale,Achndefl,Achndrua,Achneutr,Achngrac,Achnminu,Achnpyre,Achnrivu,Achnstra,Achnsubh,Adlabryo,Adlaminu,Adlamura,Adlasp. 1,Adlasuch,Amphpell,Amphcopu,Amphinar,Amphminu,Amphoval,Amphpedi,Aneumino,Asteform,Aulaalpi,Aulaambi,Aulagran,Aulaangu,Aulaital,Aulaniva,Aulavali,Bacipaxi,Bracnegl,Bracneoa,Bracsubt,Bracvitr,Caloamph,Calobaci,Calocf.l,Calofont,Calolanc,Caloschu,Calosili,Camphibe,Capacruc,Cavicocc,Cavilapi,Caviscut,Chambege,Chamkroo,Chammedi,Sellelor,Chamsubm,Coccdisc,Coccneot,Coccpedi,Coccplac,Coccpseu,Contweis,Cratambi,Cratbude,Cratcusp,Cratminu,Cratmole,Cratsp. 1,Cratsubm,Ctenpulc,Cycldubi,Cyclatom,Cycldist,Cyclmene,Cyclradi,Cyligrac,Cymaelli,Cymbaffi,Cymbaspe,Cymbcf.m,Cymbcist,Cymbcomp,Cymbcymb,Cymbhust,Cymbprox,Cymbtumi,Cymbdilu,Cymldilu,Cymbince,Cymbnavi,Decuplac,Delideli,Denteleg,Denttenu,Diadconf,Diatmoni,Diatvulg,Diplbold,Diplcalc,Diplelli,Diplkram,Diplocul,Diplsp. 1,Dipltiro,Discpseu,Discstel,Dorokots,Ellearen,Encyauer,Encycesp,Encyelgi,Encylang,Encyleib,Encyneog,Encyreic,Encysile,Encytria,Encyyell,Encycesa,Encycefo,Encykram,Encyminu,Encysubm,Epitadna,Epitgibb,Epitturg,Eucolaev,Eunoarbu,Eunoarcu,Eunobide,Eunobilu,Eunocris,Eunopseu,Eunoimpl,Eunoinci,Eunolapp,Eunomajo,Eunomicr,Eunomino,Eunonaeg,Eunonyma,Eunopalu,Eunopect,Eunopirl,Eunoprae,Eunosept,Eunoursa,Fallcf.l,Fallcryp,Fallhele,Fallinso,Falllenz,Fallluci,Fallpygm,Fallsubh,Fallsubl,Fistpell,Fistsapr,Fragcapu,Fragcrot,Fraggrac,Fraginte,Fragmeso,Fragperm,Fragradi,Fragreca,Fragsaxo,Fragtene,Fragnana,Fragvauc,Fragbica,Fragcons,Fragnitz,Fragpoly,Fragvire,Frusamph,Frusasia,Frusvulg,Geisacce,Geiscumm,Gogoexil,Gompoliv,Gomperie,Gompherc,Gompacum,Gompalon,Gompaffi,Gompapun,Gompaugu,Gompbava,Gompbreb,Gompcalc,Gompcape,Gompcapi,Gompcf.m,Gompcoro,Gompdrut,Gompexil,Gompgrac,Gomphebr,Gompinno,Gompinsi,Gompital,Gompkoba,Gomplipp,Gomploui,Gompmacl,Gompmexi,Gompmicr,Gompmicu,Gompminu,Gomppalu,Gompparv,Gomppseu,Gomppuel,Gomppuri,Gompsapr,Gompsarc,Gompsubc,Gomptrun,Gomputae,Gompvibr,Gompfont,Gompholm,Gompling,Gompsp. 1,Grunsolg,Gruntabe,Gyroacum,Gyrokuet,Gyroobtu,Gyroreim,Halabica,Halamont,Halathum,Halavene,Hantabun,Hantamph,Hantelon,Hippavit,Hippcapi,Hippcaib,Hippcert,Hippdupr,Hipphung,Hippnavi,Hippnegl,Hipppseu,Hipppsro,Hippsp. 1,Humibrek,Humicont,Humischm,Iconbifr,Iconcurv,Iconhelv,Karaclev,Karalate,Karaploe,Karasuch,Kobapara,Kurtaequ,Lemnhung,Lindboda,Lindmich,Lutiacid,Lutigoep,Lutisapr,Lutispar,Lutistig,Lutivent,Mastlacu,Mastsmit,Mastsp. 1,Mayaagre,Mayaatom,Mayafoss,Mayaingu,Mayaperm,Melovari,Mericirc,Mericons,Meriline,Micrkras,Micrkuel,Nanotrai,Naviangu,Navianto,Naviasso,Naviauro,Navicana,Navicapi,Navicari,Navicaro,Navicf. ,Navicinc,Navicimi,Navicryp,Navicrte,Navierif,Naviesca,Navigeno,Navigerm,Navigreg,Navilanc,Navilept,Navilibo,Navilikh,Navimeta,Navinoth,Navioppu,Navioblo,Navipere,Naviphyl,Naviphto,Naviradi,Navirafa,Navirece,Navirein,Navirhyn,Navirost,Navisali,Naviseib,Navisles,Navisp. 1,Navisymm,Navitrip,Navitriv,Navivene,Navivila,Naviviri,Naviwebe,Naviwild,Navidecu,Navipalu,Neidbidi,Neidbino,Neidaffi,Neidampl,Neidcaps,Neiddubi,Neidherc,Neidtest,Neidsp. 1,Nitzaclo,Nitzacic,Nitzacid,Nitzaff.,Nitzalpi,Nitzamph,Nitzarch,Nitzbryo,Nitzbuln,Nitzclau,Nitzcomm,Nitzdent,Nitzdese,Nitzdidu,Nitzdiss,Nitzdubi,Nitzfili,Nitzfico,Nitzfont,Nitzfreq,Nitzgrac,Nitzheuf,Nitzsora,Nitzinte,Nitzlacu,Nitzinco,Nitzline,Nitzlite,Nitznana,Nitzolig,Nitzpale,Nitzpate,Nitzpade,Nitzpell,Nitzpisc,Nitzpseu,Nitzpusi,Nitzrect,Nitzsigm,Nitzsoci,Nitzsoli,Nitzsp. 1,Nitzsuba,Nitzsubt,Nitzterr,Nitzumbo,Nitzvald,Nitzverm,Nupeimpe,Nupeviti,Odonmeso,Orthdend,Pantocel,Pinnacro,Pinnbore,Pinnbreb,Pinndive,Pinngibb,Pinnisse,Pinnlund,Pinnmarc,Pinnmicr,Pinnmian,Pinnnobi,Pinnnodo,Pinnobsc,Pinnobfi,Pinnparv,Pinnperi,Pinnrupe,Pinnsini,Pinnsp. 1,Pinnstom,Pinnstre,Pinnsubc,Pinnsubr,Placcf.a,Placclti,Placclem,Placgast,Placigno,Placoppo,Placpara,Placsymm,Placundu,Planabbr,Planamph,Planapic,Planbipo,Planchil,Plandaui,Plandeli,Planfreq,Planincu,Planjour,Planlanc,Planpota,Planpumi,Planreic,Planrost,Plansp. 1,Plansp. 2,Platcons,Platluth,Platstew,Playcitr,Presinte,Pressp. 1,Psamscot,Psambior,Psamabun,Psamdaon,Psamlaue,Psammicr,Psamsemi,Psamsuba,Pseumono,Pseutene,Pseuamer,Pseubrev,Pseuelli,Pseuneoe,Pseupara,Pseusp. 1,Pseusp. 2,Pseusp. 3,Pseusp. 4,Pseusp. 5,Pseusubc,Puncmime,Reimsinu,Reimunis,Rhoiabbr,Rhopacum,Rossduth,Sellabso,Sellatom,Sellauld,Sellbaci,Sellblac,Sellcras,Selldiff,Selljava,Selllaev,Sellmeri,Sellnigr,Sellpseu,Sellpsve,Sellpara,Sellpupu,Sellrexi,Sellsaug,Sellsemi,Sellstro,Sellsubf,Sellsubr,Sellsubs,Sellvere,Sellvita,Simodelo,Skaboest,Skabpera,Skelpota,Stauexig,Stauacid,Stauamph,Staufinl,Staukrie,Staulewi,Staupara,Staupseu,Staupssu,Staureic,Stausepa,Stausmit,Stausp. 1,Stauther,Stautack,Staubino,Staucons,Staucove,Stauelli,Stausp. 2,Staucf.a,Staucfpi,Stauclav,Staulapp,Staulept,Staumart,Stauovat,Staupinn,Staurhom,Stephate,Stephant,Stepparv,Suriangu,Suribreb,Surilapp,Surilibr,Suriminu,Surioval,Suriovat,Surisp. 2,Suristal,Tabecf.b,Tabefloc,Tabesp. 1,Tabufasc,Trybangu,Trybapic,Trybbala,Trybcali,Trybdebi,Trybhant,Trybhung,Tryblevi,Ulnaacus,Ulnacont,Ulnadeli,Ulnaulna,Ecoregion,TP,TP_fix,Year,highresrem
2016-01,0,0,0,0,0,0,0.131752306,0,0,0,38.47167325,0.131752306,0,0,0,0,0,0,0,0,0,0,0,0,0.263504611,23.3201581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527009223,0,5.138339921,0.92226614,0.131752306,0,0.263504611,0,0,0,0,0,0,0,0,0,0.131752306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131752306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658761528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131752306,0,0,0,0,0,0,0,0,0,0,0,0.263504611,0,0.263504611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131752306,0,0,0,0,0,0,0.131752306,0,0,0,0,0,0,1.844532279,0,0.131752306,0,0,0.790513834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131752306,0,0,0,0,0,0,0,0,0,0,0,0.658761528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317523057,0.395256917,0.263504611,0,0,0,0,0.527009223,0,0.263504611,0,0,0,0.790513834,0,0,0,0,0,0.131752306,2.503293808,0,0,0,0,0.395256917,0,0,0,0,0,0,0,0,0,0,0,0.263504611,0,0,0,0,0,0,0.131752306,0.263504611,0,0,2.503293808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131752306,0.263504611,0.263504611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395256917,0.131752306,0,0.527009223,0,0,0,0,0,0,0,0,0,0,0,0.131752306,0,0.131752306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263504611,1.185770751,0,0,0.131752306,0,0.131752306,0,0.527009223,0,0,0.92226614,0,0,0,0,0,0,0,0,0,0.395256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.581027668,0,0,0,1.844532279,0,0,0,0,0,0,0,0,1.317523057,0,0,0,0,0,0.263504611,0.131752306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131752306,0,0,0,0.263504611,0.658761528,0.395256917,0,0,0,0,0,0,0,0.395256917,2.108036891,0.395256917,0.263504611,0,0,0,0,0,0,0.131752306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131752306,North Central Hardwood Forests,0.033,0.033,2016,0
2016-02,0,0,0,0,0,0,0,0,1.023890785,0,0.511945392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.32423208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341296928,5.972696246,0,0,0,0,0.170648464,0,0.170648464,0,1.706484642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853242321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341296928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194539249,0,3.924914676,0,0,1.365187713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023890785,0.511945392,0,0,0,0,0,0,0,2.389078498,0,0,0,0.341296928,0,0,0,0,0,0,11.60409556,0,0,0,0,0.853242321,0,0,0,0,2.389078498,0,0,0,0,0,0,0,0,1.023890785,0,0,0.341296928,0,0,0,0,0,5.119453925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170648464,0,0,0,3.242320819,0.853242321,0,0,0,0,0,0,0,0.511945392,0,0,0,4.266211604,0,0,0,2.559726962,0,0,0,0,0,0,0,0,1.877133106,0,0,0,0,0,0,0,0.682593857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170648464,0,0,0,0,0,0,0.170648464,0,0,0.341296928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194539249,0,0,0,0.853242321,0,0,0,0,0,0,0,0,3.754266212,0,0,0,0,0,0.341296928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170648464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341296928,0,Southeastern Wisconsin Till Plains,0.083,0.083,2016,0
2016-03,0,0.537634409,0,0,0,0,2.016129032,0,0,0.672043011,5.241935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672043011,0,5.64516129,1.209677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0.806451613,0,0,0,0,0,0.268817204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672043011,0,0,0,0,0.134408602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.747311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134408602,0,0,0.268817204,0.134408602,0,0,0,0,0,2.016129032,0,0,0,0,0,0,0,0,0,0,0,1.612903226,3.225806452,0,0,0,0,0,0,0,0,0,1.075268817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134408602,0,0,0,0.537634409,0,0,0,0,0,0,0,0,1.075268817,0,0,0,0.268817204,0,0,0,0,0,0,0,0,0,0,0.537634409,0,0,0.268817204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88172043,0,0,0.537634409,0,0.806451613,0,0.940860215,0,0,0.268817204,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,0,0,0,4.301075269,0,0,0,0,0,0,0,0,0,0.672043011,0,0.134408602,0.268817204,0,0,0,2.822580645,0,0,0,0,0,0,0,0,2.822580645,0,0,0,0.134408602,0,0.403225806,0.134408602,0,0,0,0.537634409,0,0,0.134408602,0,0,0,0,0,0,0,0.134408602,0,0,0,0,0,0,0,0,0,0,0,11.02150538,6.586021505,0,0,0,0,0.268817204,0,1.344086022,0.403225806,2.822580645,15.72580645,0.268817204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,North Central Hardwood Forests,0.036,0.036,2016,0
2016-04,0,0,0,0,0,0,0,0,0,5.182341651,18.04222649,5.37428023,0,7.869481766,0,0,0,0,0,0,0.19193858,0,0,0,0,4.414587332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19193858,0,0,0,0,0,0.19193858,0,0,0,0,0,0,0,0,0,0,0.383877159,1.535508637,16.89059501,0.575815739,0,0,0,0,0,0,0,0,0,0,0,0,0.19193858,0,0,0,0.575815739,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495201536,0,0.383877159,0,0,0,0,0,0,0,0.383877159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19193858,0,0,0.767754319,0,0,0,1.343570058,0,0,0,0.19193858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.535508637,0,0,0,4.030710173,0,0,0,0,11.70825336,0,0.19193858,0,0,0,0,0,0,0,0,0,0,1.343570058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383877159,0,0,0.575815739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19193858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383877159,0,0,0,0,0,0,0.575815739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19193858,0,0,0,0,0.19193858,0.383877159,0,0,0,0,0,0,0,0,0,0,1.151631478,0,0.19193858,0,0,0,0.19193858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383877159,0,0,0,0,0,0,0,0.383877159,0,0,0,0,0,0.19193858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575815739,0,0,0,0,0,0,0.383877159,0,0,0.383877159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383877159,0,0,0.19193858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383877159,0,0,0,0,0,0,0,0,0.383877159,0,0,0,0,0,0,0.383877159,0,0,0.383877159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.262955854,0,0,0,0,0,0,0.383877159,0,0,1.151631478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19193858,0,0,0,North Central Hardwood Forests,0.015,0.015,2016,0
2016-05,0,0,0,0,0,0,0,0,0,0,8.474576271,1.355932203,0,0,0,0,0,0.169491525,0,0,0,0,0,0,0,16.10169492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033898305,0.169491525,6.610169492,3.050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.186440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847457627,1.186440678,0,0,0,0,0,0,0,0,0,0,0.169491525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169491525,2.033898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169491525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847457627,0,0,0,0,0,0.508474576,0,0,0,0,0,0,0,0,0,0,0,0,1.355932203,0,0,0,0,0,0,0,0,0,0.338983051,0,0,0,0,0,0,0.169491525,0,0,0,0,0,0,0,0,0,0,0.338983051,0.169491525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508474576,0,0,0,1.525423729,0,0.169491525,0,4.237288136,0,0,0.169491525,0,0,0,0,0,0,0,0,0,0,0,0.508474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.881355932,0,0,0.508474576,0,0.169491525,0,0.847457627,0,0,0.847457627,0,0,0,0,0,0,0,0,0,0.677966102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508474576,0,1.525423729,0,0,0,2.881355932,0,0,0,0,0,0,0,0,1.186440678,0,0,0,0,0,0,0.338983051,0,0,0,0,0,0,0,0,0.338983051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.711864407,1.016949153,0,0,0.508474576,0.338983051,0,0,0,0,19.49152542,0,0.847457627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169491525,North Central Hardwood Forests,0.023,0.023,2016,0
2016-06,0,0,0,0,0,0,0,0,0,0,6.563039724,3.972366149,0,0,0,0,0,0,0,0,0,0,0,0,0,5.872193437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.381692573,2.763385147,1.208981002,18.65284974,6.21761658,0,0,0,0,0,0,0,0,0,0,0,0,0.172711572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518134715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.763385147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29015544,2.07253886,0.345423143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172711572,0,0,0,0,0,0,0,0,0,0.518134715,1.381692573,0,0,0,0,0.345423143,0,0,0,0,0.863557858,0,0,0,0,0,0,0.172711572,0,0,0,0,0,0,0,0,0,0.172711572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863557858,0.863557858,0,0,0,0,0,0,0.172711572,0,0,0.172711572,0,0,0,0,0,0,0.345423143,0,0,0,0,0,0,0,0,0,0,0.172711572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345423143,3.10880829,0,1.381692573,0,0,2.245250432,0,5.008635579,0,0,2.07253886,0,0,0,0,0,0,0,0,0,1.03626943,0,0,0,0,0,0,2.07253886,0,0,0.172711572,0,0,0,0,0,0,0,1.03626943,0,0,0,0,0,1.554404145,0,0,0,3.972366149,0,0,0,0,3.799654577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172711572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690846287,1.03626943,0,0,0,0.172711572,0,0,0,2.245250432,0.172711572,0,0.518134715,0,0,0,0,0.172711572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northern Lakes and Forests,0.017,0.017,2016,0
2016-07,0,0,0,0,0,0,0,0,0,0,23.65217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.69565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391304348,2.086956522,0,0,0,0,0,0,0,1.739130435,0,0,0,0,0,0,0,0,0,0.173913043,2.086956522,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347826087,0,0,0,0,0,0,0,0,1.217391304,0,1.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0.347826087,0,0,0,0,0,0.173913043,0,0,0,0.347826087,0,0,0,0,0,0.173913043,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.217391304,0,0,2.782608696,0,0.173913043,0,0,0,0,0.869565217,0,0,0,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.043478261,0,0,0,5.565217391,0,0,0,0,0,0,0,0,3.304347826,0,0,0,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52173913,0,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southeastern Wisconsin Till Plains,0.203,0.203,2016,remove
